"sentence"	"wordid"
"Pratt reasoned that the club would give them an <excuse> to spend time with him without her."	"excuse_nou"
"This gave carpaccio an <excuse> for filling his canvas with picturesque oriental costumes and architecture."	"excuse_nou"
"He said that was no <excuse>, just what happened."	"excuse_nou"
"The concept was attacked by later feminists as accepting the paternalist view of society and providing an <excuse> for inequality."	"excuse_nou"
"Kailasam repeated several classes to have an <excuse> to extend his stay in England."	"excuse_nou"
"There is no <excuse> for the way they are treated, there are always alternatives""."	"excuse_nou"
"For this admixture of secular with spiritual aims there was considerable <excuse>."	"excuse_nou"
"With legendary stinginess, Salis found every <excuse> for not paying his staff, suppliers and artists."	"excuse_nou"
"Poverty was not accepted as an <excuse> and some help was supplied under the poor law."	"excuse_nou"
"<Excuse> My French (La Moakhza) is Salama's third feature, a movie that stirred considerable controversy during its release in 2013."	"excuse_vrb"
"Meanwhile, the true Rider, disenchanted with his royal masquerade, pleads food poisoning as an <excuse> to go back to Karlova."	"excuse_nou"
"Cavendish commonly used the epistles to call attention to and <excuse> potential weaknesses in her writing."	"excuse_vrb"
"When the boy's mother walks in, ""I took a Lude"" was the woman's <excuse>."	"excuse_nou"
"To rule out this assumption, experimenters were instructed to ask ""<Excuse> me."	"excuse_vrb"
"In 2007 Andy wrote ""<Excuse> Me Your Planet Is Burning""."	"excuse_vrb"
"The problem with the latter decision was that it gave Parliament an <excuse> to legislate in regard to many matters."	"excuse_nou"
"Making up an awkward <excuse>, he and Lance leave."	"excuse_nou"
"Soon, family outings to Skegness became an <excuse> for the future artist to ""trawl."	"excuse_nou"
"On August 11, they released their fourth Japanese single, ""<Excuse> Me""."	"excuse_vrb"
"The majority of students come from <expatriate> families, including those of British, Australian, Chinese, Korean and American nationality."	"expatriate_nou"
"These <expatriate> populations are well-organized, have active elected leadership councils, and keep in close touch with doings in Nanumea itself."	"expatriate_nou"
"More recently in April 2013, a Muslim <expatriate> was sentenced to 40 lashes for alcohol consumption."	"expatriate_nou"
"In 1977, he founded the Association Bouddhique Khmer (Khmer Buddhist Association) with a small group of <expatriate> monks and laypersons."	"expatriate_nou"
"Since 1975, no <expatriate> missionaries have been permitted to work within Laos."	"expatriate_nou"
"301 Polish Bomber Squadron, an <expatriate> unit that fought as part of the Royal Air Force against Nazi Germany."	"expatriate_nou"
"The film stars Nicolas Bro as a Danish <expatriate> living in Bangkok and Pimwalee Thampanyasan as his Thai girlfriend."	"expatriate_nou"
"This tradition continued until the late 70's, when the local <expatriate> population diminished."	"expatriate_nou"
"She brought together <expatriate> Modernists with members of the French Academy."	"expatriate_nou"
"There was a large <expatriate> community of young and well-paid diplomats, security staff and international aid organizations."	"expatriate_nou"
"The town is largely dependent on money sent from <expatriate> residents working in the Persian Gulf States."	"expatriate_nou"
"Indonesians in Pakistan are a small <expatriate> community."	"expatriate_nou"
"One speaker suggested that <expatriate> judges were particularly unfitted to deal with cases involving witchcraft, which this case involved."	"expatriate_nou"
"The society is primarily geared toward <expatriate> relocation and offshore banking and trusts."	"expatriate_nou"
"One restaurant serves crepes because of its French <expatriate> owner."	"expatriate_nou"
"The most prominent directors remaining in London were Alexander Korda, an <expatriate> Hungarian, and Alfred Hitchcock."	"expatriate_nou"
"In 1981, <expatriate> families began a cooperative to educate their children from a biblical worldview."	"expatriate_nou"
"During the Perestroika era, KVN spread to Russian <expatriate> communities around the world."	"expatriate_nou"
"TIS was established in 2002 to provide a Canadian curriculum and accreditation to local and <expatriate> students."	"expatriate_nou"
"Burns suspects a British mercenary, who is known throughout the <expatriate> community for his brutality and violence."	"expatriate_nou"
"Other urban Christian <expatriate> communities from Europe and West Africa are also presented."	"expatriate_nou"
"Besides the <expatriate> Indians, Brunei also has a large expatriate community of Filipino, Indonesian and English-speaking origins."	"expatriate_nou"
"The decision to <expatriate> Zelaya was however taken by the military themselves, knowing full well that expatriation violated the constitution."	"expatriate_vrb"
"In 1849, he moved to Paris, where he studied under the <expatriate> Danish painter Theude Gronland (1817-1876)."	"expatriate_nou"
"Other significant <expatriate> communities in the country are Armenians, Australians, Turks, Chinese, Americans, Filipinos, Bosnians and many others."	"expatriate_nou"
"For welfare services to the <expatriate> community in Spain."	"expatriate_nou"
"The town derives its name from General William ""Lord Stirling"" Alexander, a Scottish <expatriate>, who served valiantly under Gen."	"expatriate_nou"
"Hosmer once lived in an <expatriate> colony in Rome, befriending many prominent writers and artists."	"expatriate_nou"
"He referred to the <expatriate> Chinese as ""Tang"" people (唐人, Tangrén)."	"expatriate_nou"
"The novels always involve a romance between the main characters (often a disenfranchised <expatriate> American) and a mysterious woman."	"expatriate_nou"
"The largest <expatriate> community of New Zealanders and Australians are in Southern California, hence this location."	"expatriate_nou"
"The other major influence on the development of American Tonalism was the <expatriate> American painter James Abbott McNeill Whistler."	"expatriate_nou"
"On a volunteer basis, she organizes networking events for the Oslo International Club, an <expatriate> organization."	"expatriate_nou"
"Semi-governmental The Myanmar Times weekly, published in Burmese and in English, is mainly geared for Yangon's <expatriate> community."	"expatriate_nou"
"While in Venezuela, Porro met two Italian <expatriate> architects: Roberto Gottardi and Vittorio Garatti."	"expatriate_nou"
"The youths stormed the flow station and chased out the oil workers including the <expatriate> workers."	"expatriate_nou"
"Truong was a South Vietnamese <expatriate> living in the United States and who as active in the anti-Vietnam War movement."	"expatriate_nou"
"Americans in the United Arab Emirates form one of the largest Western <expatriate> communities in the UAE."	"expatriate_nou"
"An <expatriate> advice website states that driving and owning a car in Singapore is very expensive."	"expatriate_nou"
"<Expatriate> Indians in UAE not hit by global meltdown""Qatar's population by nationality""."	"expatriate_nou"
"They directly proceeded to enter the residential building where most of the <expatriate> staff was asleep."	"expatriate_nou"
"Pareles, Jon (September 10, 1982) ""Pop/Jazz: Mal Waldron, <Expatriate>, Brings Quintet to Town"" The New York Times."	"expatriate_nou"
"The track was put in by Mr Jim Hodgekinson, an <expatriate> Canadian."	"expatriate_nou"
"<Expatriate> Byzantine scholars and later Italian humanists continued the argument."	"expatriate_nou"
"Founded in 1935 by <expatriate> English tailor Simon Ackerman, and presently owned by Prominent Europe."	"expatriate_nou"
"This was in 1943, some years before he gained fame as an <expatriate> novelist and journalist living in France."	"expatriate_nou"
"In 2006, an <expatriate> was sentenced to death by stoning for committing adultery."	"expatriate_nou"
"He was assisted by his brother Emmanuel, as well as two <expatriate> Poles: Marek and Podrabsky."	"expatriate_nou"
"In June 2014, a Muslim <expatriate> was sentenced to 40 lashes for consuming alcohol and driving under the influence."	"expatriate_nou"
"The group was founded in 2004 and is made up of <expatriate> permanent residents and locals."	"expatriate_nou"
"The tournament was keenly contested between the <expatriate>-dominated Royal Selangor Club and COBRA."	"expatriate_nou"
"The Club consists of a diversified membership base of <expatriate> residents, foreign nationals and supporters."	"expatriate_nou"
"With just fourteen students, ISOZ provided an English speaking primary education for the <expatriate> families in the region."	"expatriate_nou"
"In mid-2010 there were more than 1.8 million Sri Lankan <expatriate> workers."	"expatriate_nou"
"It is predominantly residential, and is mainly occupied by Shell's local and <expatriate> staff dependants."	"expatriate_nou"
"More than 370 <expatriate> faculty and staff members contributed to the success and operation of ISK."	"expatriate_nou"
"He is an English <expatriate> in the U.S. since 1992."	"expatriate_nou"
"The company sends him to Paris where he meets Marjorie, a worldly, promiscuous and beautiful British <expatriate>."	"expatriate_nou"
"The French hospital administrators were succeed by an <expatriate> Italian Catholic nun, although the hospital also receives Protestant support."	"expatriate_nou"
"Peter M. Sacks (born in 1950) is an <expatriate> South African painter living in the United States."	"expatriate_nou"
"Kuwait Asians is a community website for the Indian, Sri Lankan, Pakistani, Bangladeshi and Filipino <expatriate> population in Kuwait."	"expatriate_nou"
"By 1717 banking had been added to goldsmithing and the business attracted a growing clientele, especially <expatriate> Scots in London."	"expatriate_nou"
"Nicholas Morath is an <expatriate> Hungarian in his forties and the co-owner of an advertising agency in Paris."	"expatriate_nou"
"Christian Georgian missionaries were active in the North Caucasus and the <expatriate> monastic communities were scattered throughout the Eastern Mediterranean."	"expatriate_nou"
"They concentrate on bringing a variety of programming of interest to the <expatriate> communities from Pakistan, India, and Bangladesh."	"expatriate_nou"
"Slade talked about his encounter with an <expatriate> woman who was talking about the genocides in Rwanda."	"expatriate_nou"
"The titular role was played by John Napier Adams, a long-term American <expatriate> and IT consultant for USAID in Bangladesh."	"expatriate_nou"
"Fogle is the son of English actress Julia Foster and Canadian <expatriate> veterinarian Bruce Fogle."	"expatriate_nou"
"People from hundreds of kilometers away come to celebrate this festival including a number of <expatriate> members of community."	"expatriate_nou"
"The magazine targeted readers among <expatriate> and Omani working women as well as housewives."	"expatriate_nou"
"Shortly after Labunski's death, Mack traveled to Canada for a six-month collaboration with American <expatriate> rockabilly artist Ronnie Hawkins."	"expatriate_nou"
"In 1834, an American <expatriate> to Great Britain, Jacob Perkins, built the first working vapor-compression refrigeration system in the world."	"expatriate_nou"
"Reggie relaunched his hectic social life, but his wife interacted little with the <expatriate> community, focussing instead on her writing."	"expatriate_nou"
"As of 2006 the private sector was largely dominated by <expatriate> workers from Southeast Asia and the Arab world."	"expatriate_nou"
"The film, thus tries to form an emotional connection with the <expatriate> Indian audiences."	"expatriate_nou"
"Its Japanese Clinic is well received by the Japanese <expatriate> community in Singapore."	"expatriate_nou"
"Members of the inaugural team were <expatriate> Scottish coal miners who had settled in Minmi."	"expatriate_nou"
"The corporate entity was in partnership with an <expatriate>, Jimmy Large."	"expatriate_nou"
"The library is also the site for <expatriate> meetings, children's storytelling hours, and other cultural events."	"expatriate_nou"
"Following this parable, Petrescue saw as the church's mission to foster evangelism among <expatriate> Christians in Egypt."	"expatriate_nou"
"With the economy recovering in the 1990s, <expatriate> populations, particularly from Egypt and South Asia, have grown again."	"expatriate_nou"
"The Indian diaspora in France includes <expatriate> residents of France from India, as well as people of Indian national origin."	"expatriate_nou"
"Natalie Barney, <expatriate> writer, held a salon at 20 Rue Jacob."	"expatriate_nou"
"John Amery, the son of prominent British politician Leo Amery, became an <expatriate> in the 1930s, moving to France."	"expatriate_nou"
"There were also attempts to organise <expatriate> Indian revolutionaries in Europe and the United States."	"expatriate_nou"
"The number of <expatriate> workers have been ever growing as well as the remittances they send back."	"expatriate_nou"
"Guiluxe, a favorite of <expatriate> Peace Corps Volunteers, is the only known locally brewed beer in Guinea."	"expatriate_nou"
"In modern times (1960 onwards) Jumeirah was the principal area for western <expatriate> residences."	"expatriate_nou"
"It was the first football club in Cairo emerged from its non-English <expatriate> communities."	"expatriate_nou"
"<Expatriate> Uruguayans have their own associations in Italy, notably the Italy-Uruguay Cultural Association and two Consultative Councils."	"expatriate_nou"
"So I understand how extremists <exploit> grievances""."	"exploit_vrb"
"The Hnat Khotkevych Ukrainian Bandurist Ensemble in Australia was the only ensemble in the West to <exploit> the Kharkiv-style bandura."	"exploit_vrb"
"Heckel studies the adaptations and mechanisms by which herbivorous insects find and <exploit> their host plants."	"exploit_vrb"
"The pits were sunk to a depth of 15 metres to <exploit> the Barnsley Bed."	"exploit_vrb"
"DSOS was designed to <exploit> these features."	"exploit_vrb"
"Originally most did not intend to <exploit> native labor and resources, as colonizers do."""	"exploit_vrb"
"The painting book displays Potter's willingness to <exploit> the commercial possibilities of her characters and tales."	"exploit_vrb"
"The documents refer to a ""Windows FAX DLL injection"" <exploit> in Windows XP, Windows Vista and Windows 7 operating systems."	"exploit_nou"
"It was becoming clear that the discontent with Edward's reign was widespread, a fact that Warwick could <exploit>."	"exploit_vrb"
"He is a striker who is usually deployed on the left wing as a wide forward to <exploit> his speed."	"exploit_vrb"
"Supporting SafeDisc could have been a possible loophole for computer viruses to <exploit>."	"exploit_vrb"
"This route is most commonly used to <exploit> the cover 2 defense."	"exploit_vrb"
"GameSpot noted the ""exciting and somewhat strategic"" battle system, which requires the player <exploit> the enemies' weak points."	"exploit_vrb"
"There is evidence of historic mining activity in two locations on Great Dodd in efforts to <exploit> such mineral veins."	"exploit_vrb"
"This means that it is not preordained that capitalists must <exploit> labour to compensate for a declining rate of profit."	"exploit_vrb"
"These techniques usually <exploit> optical nonlinearity in a material's reflected light to generate resolution beyond the diffraction limit."	"exploit_vrb"
"Due to its favorable conditions, several investment projects have been implemented to <exploit> its potential."	"exploit_vrb"
"There are some who decide to <exploit> the tragedy."	"exploit_vrb"
"Gustav III tried to <exploit> this by appointing himself head of the regiment in 1774."	"exploit_vrb"
"This allows the parasite sufficient time to reproduce and <exploit> the worker force."	"exploit_vrb"
"However, he was not the first to <exploit> the Ariege revolt for literary ends."	"exploit_vrb"
"Unless you're 'the best' then they might keep you and <exploit> you further."	"exploit_vrb"
"He did not invoke Carlist identity and preferred to <exploit> general conservative appeal, but the campaign did not work."	"exploit_vrb"
"They were awarded an exclusive 99-year lease to <exploit> the Caucasian oil fields."	"exploit_vrb"
"In order to fully <exploit> benefits of soft decision decoding, one needs to quantize the input signal properly."	"exploit_vrb"
"These illusions <exploit> the audience's assumptions about the physical world."	"exploit_vrb"
"For this <exploit>, Meynier was jumped in rank from captain to general of brigade."	"exploit_nou"
"It is argued by critics that this particular market would <exploit> the underprivileged donors from the developing world."	"exploit_vrb"
"Sea lions sometimes follow dolphins and <exploit> their hunting efforts."	"exploit_vrb"
"These villages were founded in order to <exploit> the natural resources of the zone."	"exploit_vrb"
"The main function of the modern navy is to <exploit> its control of the seaways to project power ashore."	"exploit_vrb"
"Fresh divisions from Rupprecht and OHL Reserve were to be ready to <exploit> success."	"exploit_vrb"
"This is the vulnerability that the associated <exploit> will take advantage of in order to carry out the attack."	"exploit_nou"
"The Russian Mafia infiltrated the country, hoping to <exploit> the chaos and establish a black market."	"exploit_vrb"
"This allowed the police to <exploit> mutual distrust and recriminations between the factions."	"exploit_vrb"
"Intel's i740 was explicitly designed to <exploit> the new AGP feature set."	"exploit_vrb"
"Meanwhile, it takes some time for the shipbuilder's sales department to <exploit> the lower price and secure new contracts."	"exploit_vrb"
"Condé destroyed part of the Royalist army but failed to <exploit> his victory, retreating to Paris."	"exploit_vrb"
"In addition to those easy to <exploit> locations, there are also hardened Neoproterozoic which have not been exploited."	"exploit_vrb"
"They managed a small breach on the south side but could not <exploit> it."	"exploit_vrb"
"The <exploit> includes a chosen-ciphertext attack with the use of a SSLv2 server as a Bleichenbacher oracle."	"exploit_nou"
"Paula proceeds to <exploit> her family's indebtedness and wealth."	"exploit_vrb"
"The malware infected computers via the Angler Adobe Flash <exploit>."	"exploit_nou"
"Various life forms found in nature <exploit> surface tension in different ways."	"exploit_vrb"
"He placed the need to <exploit> solar energy for diverse purposes on the Weizmann Institute and national agenda."	"exploit_vrb"
"The gear frequently worn by riot control officers protects the entire body with no vulnerable spots to <exploit>."	"exploit_vrb"
"Sayers, D.L.:""The Adventurous <Exploit> of the Cave of Ali Baba "" in ""Lord Peter Views the Body"" Coronet, 1928."	"exploit_nou"
"Some digital channelizers <exploit> aliasing in this way for computational efficiency."	"exploit_vrb"
"To <exploit> the audiences' interest in the film, she cast Laughton as Shakespeare's Henry VIII."	"exploit_vrb"
"According to the Jamestown Foundation, Al-Shabaab seeks to <exploit> these vulnerabilities by manipulating clan networks in order to retain power."	"exploit_vrb"
"In 1930, an Italian firm invested capital to <exploit> salt deposits in Hafun and Hurdiyo."	"exploit_vrb"
"Full details of DROWN were announced in March 2016, together with a patch for the <exploit>."	"exploit_nou"
"Scavenger wild dogs and crows frequently <exploit> roadkill."	"exploit_vrb"
"In 1862 the Aerated Bread Company was set up to <exploit> Dauglish's newly patented method."	"exploit_vrb"
"To <exploit> the full physics potential of LHC data in comprehensive manner."	"exploit_vrb"
"NOMAD was another project led by Feinlieb and was built to <exploit> the NCSS market position."	"exploit_vrb"
"They are also known to damage nut and fruit crops, and have learnt to <exploit> canola crops."	"exploit_vrb"
"The golden jackal is very adaptable, being able to <exploit> many foodstuffs, from fruit and insects to small ungulates."	"exploit_vrb"
"This type of research has opened the door to further exploration of orally administered vaccines which <exploit> bacterial adhesins."	"exploit_vrb"
"The first <exploit> on approaching the city was the taking of Castleknock."	"exploit_nou"
"Most applications of europium <exploit> the phosphorescence of europium compounds."	"exploit_vrb"
"Lyrically, the album explores actions that <exploit> others to various ends from multiple perspectives."	"exploit_vrb"
"He further argued that England <exploit> new lands through colonisation and that this vision could become reality through maritime supremacy."	"exploit_vrb"
"When informed of this daring <exploit> Ibrahim Pasha, the Egyptian General, put a price on Fitzjames' head."	"exploit_nou"
"The communists tried to <exploit> their advantage but were driven off by American firepower."	"exploit_vrb"
"BMG offer artists and producers assistance to administer, manage, develop, market and <exploit> their copyrights globally."	"exploit_vrb"
"The tools <exploit> certain short-term visual memory and depth-mapping psychophysical processes."	"exploit_vrb"
"However a browser <exploit> such as cross-site cooking can be used to move things across the logical security boundaries."	"exploit_nou"
"His masterful <exploit> is worthy of the greatest praise and has bestowed much credit on the United States Army."	"exploit_nou"
"Seeking an ally, he headed for Earth, hoping to <exploit> Flora, but finds Corwin instead."	"exploit_vrb"
"The wing's mission is to <exploit> weather information to American military forces anytime and everywhere."	"exploit_vrb"
"The state set-up the JSC Chiaturmanganese company to manage and <exploit> the huge deposit."	"exploit_vrb"
"The <exploit> could be used on versions 3.2.1 and 3.3.1 of the application."	"exploit_nou"
"Bermudians built large numbers of ships, including the Bermuda sloop, with which they explored every opportunity to <exploit> distant markets."	"exploit_vrb"
"Black can <exploit> the weak squares on the queenside via 16."	"exploit_vrb"
"An industrial facility was built in order to <exploit> it."	"exploit_vrb"
"She works across multiple mediums to <exploit> technical prowess while creating opportunities for community engagement."	"exploit_vrb"
"The malware furthermore used a zero-day <exploit> in the WinCC/SCADA database software in the form of a hard-coded database password."	"exploit_nou"
"In 2010, Aaron Barr, CEO of HBGary Federal, alleged that he could <exploit> social media to gather information about hackers."	"exploit_vrb"
"The GlcNAcstatin family of inhibitors <exploit> this mechanism in order to inhibit OGA activity."	"exploit_vrb"
"At the same time, the anti-liberation forces try to <exploit> the liberation war in their won interests."	"exploit_vrb"
"His intention was to <exploit> the resources of Berbice by trading with the indigenous Amerindians."	"exploit_vrb"
"Rich called on Bill Schroeder, a Lockheed mathematician, and Denys Overholser, a computer scientist, to <exploit> Ufimtsev's work."	"exploit_vrb"
"The Spanish seemed to do little to <exploit> the area."	"exploit_vrb"
"He refused to <exploit> a flood of publicity which was enough to float any man to financial comfort."	"exploit_vrb"
"They have not tried to <exploit> this film to monetarily benefit us as they should have."	"exploit_vrb"
"At beginning of the first century, it is when begin to <exploit> the Las Cavenes's gold mines (in El Cabaco)."	"exploit_vrb"
"Above all, American admirals adjusted their doctrines of naval warfare to <exploit> the advantages."	"exploit_vrb"
"VectorC, as its name suggests, was designed from the outset to <exploit> vectorization."	"exploit_vrb"
"It is rustic and well adapted to <exploit> steep terrain not suitable for arable farming."	"exploit_vrb"
"This opened up their <export> potential, and markets soon developed in places as far-flung as Cuba and Mexico."	"export_nou"
"Dortmunder <Export> is a local pale lager beer speciality brewed in Dortmund."	"export_nou"
"In 1999 a new law on <export> control was passed by the parliament drafted with direct participation of V.L. Malkevich."	"export_nou"
"Its 'Agricultural Revival Programme' has identified many thousands of hectares of land as suitable for new oil palm <export> plantations."	"export_nou"
"He emigrated to the US in 1970 and ran an <export> business, selling golf balls to Japan."	"export_nou"
"It originated in the First World War, as Navy blockades made the import (and <export>) of movies impossible."	"export_nou"
"The energy, the material that's involved in this, doesn't just escape the community as an <export>."	"export_nou"
"<Export> the transition rewards matrix to a fileNOTE: The ""transition rewards"" are what we refer to as ""impulse rewards""."	"export_vrb"
"He is also the chairman of the <Export> University National Oversight Committee."	"export_nou"
"By 2014 the RMG industry represented 81.13 percent of Bangladesh's total <export>."	"export_nou"
"The nation depended on the <export> of wool, mutton, wheat and minerals."	"export_nou"
"Later, the planning of <export> was undertaken as a corollary to the Departments control of transport priorities also."	"export_nou"
"V. D. Swami and Company are pioneers in the steel <export> business."	"export_nou"
"He restored the freedom to <export> agricultural products, while restricting imports of dairy products."	"export_vrb"
"Eskom, however, announced on 20 January 2008 that it had ceased to <export> power."	"export_vrb"
"He started his own <export>-import company at age 28."	"export_nou"
"Around one third is produced for <export>, with the Nordic region as the principal market."	"export_nou"
"<Export> subsidy as such can become a self-defeating and disruptive policy."	"export_nou"
"The government's colonial policy of <export> restrictions however, did not change."	"export_nou"
"This model has 125 PS (92 kW), for <export>."	"export_nou"
"It is also the member of <Export> Alabama Alliance."	"export_nou"
"The invariant chain also facilitates MHC class II's <export> from the ER in a vesicle."	"export_nou"
"In addition, scarcity in the global economy complicated import and <export> activity."	"export_nou"
"The XA-188 is originally a Dutch <export> version of the APC."	"export_nou"
"The CM-400AKG is an air-launched supersonic surface attack cruise missile, believed to be the <export> version of the YJ-12."	"export_nou"
"This gave the President the power to ""regulate the distribution, <export>, import, purchase and storage of food."""	"export_nou"
"Active in both the farmers' community and the National Party, he worked mainly in the <export> business to West Africa."	"export_nou"
"The country consumes most of its oil output but does <export> some crude oil and oil products."	"export_vrb"
"Thermal Coal, Timber Logs, Petroleum Products, LPG and various other bulk, break bulk and containerized cargoes and <export> cargoes viz."	"export_nou"
"Beginning in February 1980 a 2.2-litre diesel engine was also available, sold in <export> as the E2200."	"export_nou"
"The firm's business of import, <export>, and general agency made it one of the most prosperous in Pennsylvania."	"export_nou"
"The Japanese <export> had two bonus tracks, ""Bu Gece"" (Kir Zincirlerini) Club Remix and ""Simarik"" (Malagutti Remix)."	"export_nou"
"Pages can also export documents into a number of formats; formatting is generally retained during the <export> process."	"export_nou"
"<Export> markets, www.elevenhundred.com Retrieved on 29 September 2013Morris Marina at www.elevenhundred.com Retrieved on 25 March 2012Adams, Keith (2005)."	"export_nou"
"The HCOC does not ban ballistic missiles, but it does call for restraint in their production, testing, and <export>."	"export_nou"
"These Tiles are <export> to Fareast, Europe, Australia, Africa and as close as Middle Eastern Countries."	"export_vrb"
"The licence was not renewed in 2004, though production of bicycles for <export> continued for another year."	"export_nou"
"American Mail and <Export> Journal; July 1886; p17."	"export_nou"
"They are part of a delegation that is going to ratify one of Britain's biggest ever <export> orders."	"export_nou"
"It also helps boost <export> business volumes and revenues."	"export_nou"
"Australia's main seafood <export> earners include rock lobsters, prawns, tuna and abalone."	"export_nou"
"Alexander Thomas Kingdom Grant, CMG, Under-Secretary, <Export> Credits Guarantee Department."	"export_nou"
"90% of India's <export> quality Cashew Kernels are prepared from Kollam."	"export_nou"
"These did well in the foreign markets, accounting for 90% of the <export> share by value."	"export_nou"
"Because sherry was a major wine <export> to the United Kingdom, many English companies and styles developed."	"export_nou"
"Echoes received Gold <Export> Award for its sales outside France."	"export_nou"
"The combination of quantity and quality allows Chile to <export> excellent wines at reasonable prices to the international market."	"export_vrb"
"The <export> version of the AQS-13B sonar used in the Royal Canadian Navy's Sikorsky CH-124 Sea King helicopter."	"export_nou"
"The RUAG and the Pilatus Aircraft are dependent on the <export> of their goods outside Europe on Militarflugplatz Emmen."	"export_nou"
"Bauxite is also mined around the Demerara, and Linden is a major <export> centre."	"export_nou"
"In 2011, the total <export> output of aerospace products in the Philippines reached US $3 billion."	"export_nou"
"Ylang-ylang's essential oil makes up 29% of the Comoros' annual <export> (1998)."	"export_nou"
"<Export> believed the television could complicate the relationship between subject, spectator, and television."	"export_nou"
"2011 saw Israel <export> goods to Malaysia worth $716.4 million and import goods worth $93.6 million."	"export_vrb"
"This is because eIF4E promotes the <export> of cyclin D mRNAs out of the nucleus."	"export_nou"
"In 2009 Malaysia government planning <export> of frozen durians to China."	"export_nou"
"Another gene, btmA, is proposed to <export> bottromycin."	"export_vrb"
"Export licensing hearing, Reviewing Committee on the <Export> of Works of Art and Objects of Cultural Interest."	"export_nou"
"Beta managed to <export> goods worth half a billion US dollars until the violations were exposed in 2003."	"export_vrb"
"Romero was unable to obtain an <export> permit for them, so they were imported on a temporary permit."	"export_nou"
"The user then has the option to <export> their remix to their social media of choice."	"export_vrb"
"The Queen's Award for Enterprise: International Trade (<Export>) (2003) was awarded on 21 April 2003, by Queen Elizabeth II."	"export_nou"
"The station's national <export> program was Playroom produced by Heather Gell a pioneer in pre-school radio and television in Australia."	"export_nou"
"Geographic information system (GIS) applications such as QGIS and Grass use GPSBabel for many import and <export> operations and processing."	"export_nou"
"ClickTime reports also <export> to common spreadsheets and reporting tools, and can integrate with various software applications."	"export_vrb"
"The Great Depression in Australia saw huge levels of unemployment and economic suffering amid plummeting <export> income."	"export_nou"
"It is also younger than Earth, making its crust much richer than Earth's in uranium-235, the planet's major <export>."	"export_nou"
"This free software tool allows to <export> transcriptions to X-SAMPA."	"export_vrb"
"Subsequently, with large expansion of sheep farms, this <export> trade has sustained the economy of the country substantially."	"export_nou"
"40% of the exports is wood and furniture, other <export> production includes machinery and appliances, building materials, glass and clothing."	"export_nou"
"<Export> models produced at the plant in Graz, Austria, were given the vehicle designation of ""ZG""."	"export_nou"
"In the last few years <export> accounted for between 73 and 75 percent of sales."	"export_nou"
"The complex is specialized in handling cabotage sand, scrap metal (ferrous and non-ferrous metals) in bulk, coal <export>."	"export_nou"
"There was an unsuccessful effort to resume <export> (in 2010, limited to 150 kg)."	"export_nou"
"The center is the venue of an important import-<export> fair, as well as marketing and conferencing."	"export_nou"
"Rubber has been produced in Samoa for many years, but its <export> value has little impact on the economy."	"export_nou"
"Skipper allows to create, import and <export> from ORM schema definitions to editable EER models."	"export_vrb"
"This number includes the 5,200-MW Churchill Falls lines, which have no <export> capability."	"export_nou"
"By the 2nd century CE, olive oil rivaled cereals as an <export> item."	"export_nou"
"The company decided to add an <export> trade marketing component to remain competitive; it scored notable success in South Korea."	"export_nou"
"It was destined for <export> to Saudi Arabia."	"export_nou"
"The country should <export> more of its industrial products and start importing cheap agricultural products from abroad in turn."	"export_vrb"
"In 2005, the value of New Zealand's Pacific oyster production was $12 million domestically, and $16.9 million for <export>."	"export_nou"
"Textiles comprise 57% of Pakistan's <export> revenues."	"export_nou"
"Mortalities that occur prior to <export> are excluded."	"export_nou"
"Cultivated shrimp is another important <export> sector."	"export_nou"
"Through the 1960s, rail essentially had a monopoly on transportation of <export> and import trade, and operations were profitable."	"export_nou"
"<Export> of petroleum and related products amounted to $2.6 billion in the year 2000."	"export_nou"
"<Export> share 60% worldwide (roughly 45/55 Europe/world)."	"export_nou"
"Jack reveals to Rachel why he's in New York, and the two conspire to <expose> Pryce."	"expose_vrb"
"But working for Heep allows Micawber to <expose> his boss as a forger and a cheat."	"expose_vrb"
"According to Simon, Bannion ""used to take his duck to the bar and repeatedly <expose> 'pretty boy' and all else."	"expose_vrb"
"Booths <expose> the Corsican literature in all areas, let others find the old songs and melodies on CD-ROM."	"expose_vrb"
"This process may <expose> a cross-section of crust to the surface, as at Euboea Montes."	"expose_vrb"
"He wants to <expose> the malpractice of Ignatz."	"expose_vrb"
"Lankester was active in attempting to <expose> the frauds of Spiritualist mediums during the 1920s."	"expose_vrb"
"Rajput uses the website to <expose> what he perceives as Islamic extremism in India."	"expose_vrb"
"Initially, multicultural education had intentions to <expose> and educate on the institutionalized racism that existed in the education system."	"expose_vrb"
"The fear that this research can <expose> the internal fraud-detection system of middlemen still applies."	"expose_vrb"
"It is therefore advisable to <expose> young ferrets to as many different types and flavors of appropriate food as possible."	"expose_vrb"
"Benji reveals he means to use the list to <expose> publicly all the Hiller Brood agents."	"expose_vrb"
"The graft skin is dissected to <expose> the veins and the thoracodorsal nerves."	"expose_vrb"
"Even fish may be attacked by some mosquito species if they <expose> themselves above water level, as mudskippers do."	"expose_vrb"
"Critics argue his confrontational style sometimes contributes to the conflict he seeks to <expose> and oppose."	"expose_vrb"
"Sherry then attempts to <expose> the truth for reasons of her own."	"expose_vrb"
"The large windows in front <expose> a showroom containing historic artifacts, including the famous ""VETO No."	"expose_vrb"
"AAPS has three on-site facilities in order to <expose> students to laboratory environments and protocol."	"expose_vrb"
